"peak","3h-Mon-Rep1","3h-Mon-Rep2","3h-Mon-Rep3","6h-Mon-Rep1","6h-Mon-Rep2","6h-Mon-Rep3","12h-Mon-Rep1","12h-Mon-Rep2","12h-Mon-Rep3"
"chr13_98509243_98509962",10,67,40,15,22,36,34,5,62
"chr13_98548835_98549464",9,22,23,8,7,22,14,6,46
"chr13_99046113_99046722",28,76,58,37,21,65,40,9,91
"chr13_99200098_99201167",28,103,61,33,46,63,43,18,69
"chr13_99277514_99278093",10,28,27,8,13,21,21,6,62
"chr13_99281720_99282384",15,41,29,29,16,30,34,7,68
"chr13_99303772_99304533",9,37,24,19,17,29,20,7,30
"chr13_99312406_99313050",18,93,85,32,32,77,51,12,122
"chr13_99322073_99322646",2,15,22,8,10,24,19,6,34
"chr13_99335478_99336003",4,22,20,14,11,29,19,1,29
"chr13_99339688_99340445",8,23,17,6,10,17,9,3,26
"chr13_99371897_99372445",5,31,18,18,17,36,11,5,47
"chr13_99420108_99420816",11,22,32,10,14,18,16,4,22
"chr13_99436802_99437561",11,46,48,21,26,38,14,3,69
"chr13_99484273_99484901",18,58,56,26,26,55,52,17,95
"chr13_99498300_99498994",16,76,59,43,47,71,48,15,86
"chr13_99501049_99501776",24,80,48,30,50,49,34,16,62
"chr13_99605912_99607014",15,93,55,36,51,56,33,3,86
"chr13_100392623_100393276",10,49,38,13,22,35,27,12,58
"chr13_100493301_100493839",6,11,8,3,11,4,7,6,22
"chr13_100588155_100589171",18,61,28,15,15,34,14,5,37
"chr13_100600429_100601003",6,26,34,6,6,23,10,8,28
"chr13_100674713_100675268",39,143,130,54,60,117,63,21,135
"chr13_101257998_101258551",16,78,79,21,33,57,53,20,100
"chr13_101706498_101707121",23,103,92,23,29,88,63,19,133
"chr13_102394056_102394806",34,183,170,55,86,138,100,27,171
"chr13_102399657_102400705",14,47,27,9,19,24,17,4,30
"chr13_102457238_102457822",15,46,44,13,22,38,26,8,60
"chr13_102584309_102584924",19,69,48,23,38,73,42,16,106
"chr13_102596012_102597238",44,247,238,73,99,192,114,39,246
"chr13_102604908_102605687",11,34,28,11,12,24,23,10,32
"chr13_102680695_102681234",10,27,19,10,5,18,11,2,27
"chr13_102773107_102774163",49,156,103,49,52,114,46,22,125
"chr13_102779289_102780217",23,72,72,27,30,68,42,9,90
"chr13_102798754_102799362",31,86,67,29,45,95,41,13,106
"chr13_102800046_102800724",25,84,68,28,41,69,32,10,107
"chr13_102845497_102846265",44,176,206,48,78,151,92,31,211
"chr13_102999345_102999987",17,52,53,8,8,27,27,7,29
"chr13_103772542_103773056",3,22,18,8,19,18,12,7,22
"chr13_103859888_103860438",8,34,27,10,20,16,22,6,38
"chr13_103976818_103977538",13,51,37,13,37,35,29,14,39
"chr13_104107868_104108488",6,27,21,10,7,21,11,8,18
"chr13_104114004_104114580",14,66,53,14,20,28,25,10,56
"chr13_104809355_104809943",19,49,37,15,24,50,35,10,62
"chr13_104810224_104810744",8,25,12,5,8,11,7,1,17
"chr13_104837611_104838228",24,79,96,31,26,83,40,14,110
"chr13_104869388_104870004",10,33,31,15,14,33,21,7,40
"chr13_104984409_104984995",13,34,53,18,21,29,32,6,64
"chr13_105139258_105140454",29,123,101,37,43,89,67,16,113
"chr13_105177196_105178161",18,48,53,22,29,47,23,10,85
"chr13_105272559_105273717",22,96,56,32,34,61,41,18,97
"chr13_105363523_105364096",5,41,25,11,14,41,24,8,47
"chr13_105934135_105934889",11,20,14,3,11,11,11,6,24
"chr13_106182380_106182962",15,50,42,24,17,33,34,14,50
"chr13_106463966_106464637",17,29,30,6,27,27,22,7,41
"chr13_106484588_106485130",11,26,22,6,7,14,14,1,20
"chr13_106493384_106494038",51,182,152,41,59,148,117,35,213
"chr13_106499802_106500406",10,83,68,37,24,60,59,22,95
"chr13_106507779_106508384",9,59,58,19,20,38,31,17,74
"chr13_106535458_106536664",43,147,109,45,68,123,71,27,154
"chr13_106567668_106568526",34,178,132,56,51,113,67,22,144
"chr13_106593077_106593655",12,22,19,9,15,15,7,2,21
"chr13_106612576_106613184",12,42,38,13,17,33,34,10,58
"chr13_106619873_106620419",2,29,18,10,14,17,16,4,34
"chr13_106786107_106786730",11,47,41,7,21,31,19,11,45
"chr13_106917694_106918452",22,106,90,24,35,59,44,11,64
"chr13_107205175_107205781",6,27,21,10,12,14,15,2,22
"chr13_107210931_107211457",6,24,20,8,17,23,17,10,40
"chr13_107867747_107868536",12,31,16,12,17,14,11,5,10
"chr13_108215257_108215989",19,55,46,19,21,45,30,9,79
"chr13_108218047_108218725",32,112,114,48,53,111,50,17,112
"chr13_108269373_108270573",34,114,78,23,48,76,44,12,92
"chr13_108326213_108326732",8,24,21,12,13,32,23,8,35
"chr13_108352491_108353100",6,26,21,10,13,29,11,8,42
"chr13_108360046_108360646",19,22,16,8,7,9,17,2,23
"chr13_108816282_108816814",4,20,18,10,5,29,19,6,25
"chr13_109131442_109132481",18,45,37,25,24,44,26,4,48
"chr13_109361478_109362023",8,28,26,14,14,24,24,2,38
"chr13_109389772_109390327",6,37,37,21,14,20,20,8,55
"chr13_109402682_109403452",9,35,19,13,13,34,12,8,45
"chr13_109412104_109413139",7,47,37,22,16,37,27,5,41
"chr13_109700053_109700621",9,57,37,24,26,54,31,20,69
"chr13_109704686_109705710",12,51,31,24,20,41,27,13,60
"chr13_109786333_109787127",23,65,57,35,30,61,47,15,108
"chr13_109790897_109791754",11,65,50,27,32,48,31,7,45
"chr13_110113174_110113879",3,47,19,10,18,23,13,5,23
"chr13_110137640_110138543",14,55,52,26,35,43,27,7,70
"chr13_110455818_110456322",9,21,12,8,6,19,14,3,18
"chr13_110471663_110472234",10,24,17,22,10,23,13,1,34
"chr13_110509868_110510702",10,66,37,17,19,46,26,8,38
"chr13_110520376_110521253",18,43,35,22,16,35,23,7,47
"chr13_110524412_110524981",12,50,34,24,14,26,11,2,42
"chr13_110536205_110536831",21,81,48,30,23,59,38,13,79
"chr13_110555680_110556307",12,32,33,16,15,27,12,5,48
"chr13_110560879_110562218",25,82,56,39,35,51,28,22,68
"chr13_110575438_110576090",9,18,25,6,9,20,17,6,30
"chr13_110615175_110615988",19,41,22,22,20,25,18,6,56
"chr13_110644746_110645514",12,49,29,16,12,35,22,3,31
"chr13_110665411_110666488",21,51,46,35,20,54,39,10,82
"chr13_110705998_110706652",24,97,75,41,42,91,60,18,86
"chr13_110712767_110713433",36,182,140,64,84,111,67,28,149
"chr13_110715196_110715965",58,237,195,99,112,182,108,42,225
"chr13_110914245_110915626",51,193,137,74,100,142,68,29,142
"chr13_111153157_111154066",24,87,74,29,36,58,31,8,68
"chr13_111214268_111214893",16,45,23,20,15,28,14,4,38
"chr13_112583478_112584048",11,40,26,15,15,25,23,4,41
"chr13_112586890_112588478",21,68,58,26,23,44,22,11,57
"chr13_112606220_112606810",4,38,19,12,14,29,12,8,22
"chr13_112688365_112689028",6,32,16,14,10,25,9,10,35
"chr13_112689561_112690330",13,44,27,21,22,30,27,8,53
"chr13_112942598_112943218",6,13,9,5,10,9,9,6,15
"chr13_113208421_113209346",21,76,41,22,26,54,30,12,38
"chr13_113296704_113297346",11,60,44,21,31,29,21,9,54
"chr13_113321762_113322427",11,34,18,9,12,21,15,3,27
"chr13_113490590_113491320",14,52,33,21,17,29,16,4,38
"chr13_113584246_113584877",11,36,35,14,20,33,11,9,38
"chr13_113607054_113607985",18,26,18,10,16,36,16,8,27
"chr13_113616102_113616967",5,28,9,10,14,27,5,3,17
"chr13_113724757_113725448",5,19,29,11,15,13,8,4,20
"chr13_114043395_114043918",7,46,20,24,17,25,28,4,46
"chr13_114065059_114065858",26,110,79,44,37,70,42,12,97
"chr13_114128800_114129452",12,39,30,14,14,27,23,6,34
"chr13_114234566_114235118",4,23,12,7,2,10,11,7,21
"chr13_114281165_114282474",24,86,77,32,45,60,35,12,70
"chr13_114314103_114314721",18,51,40,16,30,25,18,3,44
"chr14_19337437_19337944",8,44,34,22,19,33,26,3,42
"chr14_20179161_20179746",7,24,24,10,11,32,19,7,27
"chr14_20333075_20333594",7,26,23,10,12,22,8,3,31
"chr14_20342986_20343778",30,193,156,58,80,157,105,36,163
"chr14_20415639_20416231",4,12,12,6,6,12,8,6,14
"chr14_20454559_20455439",35,62,55,31,30,51,32,10,60
"chr14_20461308_20462089",53,201,182,64,85,131,70,26,181
"chr14_20469107_20469669",7,37,25,20,6,24,14,8,43
"chr14_20469702_20470339",5,34,22,9,7,25,9,10,32
"chr14_20489540_20490094",9,12,3,7,5,13,8,7,12
"chr14_20613068_20613953",14,63,45,28,21,46,25,10,76
"chr14_20955036_20955935",13,43,27,14,19,33,24,7,34
"chr14_20989559_20990131",7,36,34,15,11,27,19,5,44
"chr14_21070857_21071802",21,94,46,24,46,49,37,12,68
"chr14_21092411_21092927",7,16,19,11,11,10,5,2,18
"chr14_21103461_21104341",20,71,65,34,35,62,34,13,71
"chr14_21269241_21269992",34,135,137,63,89,105,104,22,142
"chr14_21383773_21384684",21,44,30,23,26,31,18,8,46
"chr14_21437028_21437731",13,56,26,17,28,31,23,5,39
"chr14_21455902_21456567",32,116,88,60,70,80,46,11,124
"chr14_21476809_21477387",12,61,51,15,27,40,30,10,63
"chr14_21511102_21511757",12,44,39,8,23,34,26,11,70
"chr14_22070912_22071491",5,20,16,13,16,17,8,1,19
"chr14_22556073_22556972",26,103,88,41,45,55,55,10,102
"chr14_22589050_22589725",22,64,77,45,66,42,39,5,69
"chr14_22829512_22830162",9,19,21,8,14,7,6,4,19
"chr14_22871466_22872183",7,19,22,9,13,17,6,5,13
"chr14_22918987_22919725",20,81,67,29,50,72,43,11,80
"chr14_22929128_22929843",19,82,65,32,36,40,26,7,66
"chr14_22956717_22957361",7,38,20,14,16,13,13,4,25
"chr14_23006835_23007492",14,57,44,26,31,34,21,9,68
"chr14_23034540_23035564",8,42,19,18,13,20,10,4,31
"chr14_23094650_23095693",35,130,110,45,75,77,66,17,114
"chr14_23112577_23113104",6,39,25,24,9,32,16,6,35
"chr14_23113501_23114083",11,37,23,10,7,23,16,7,33
"chr14_23285932_23286614",20,88,57,36,31,61,39,7,72
"chr14_23301220_23302222",35,137,98,47,74,79,62,19,118
"chr14_23320837_23321613",37,147,127,79,76,103,86,13,138
"chr14_23469183_23469860",15,60,49,21,34,45,32,16,75
"chr14_23555727_23556462",17,49,40,14,19,30,23,5,35
"chr14_23567506_23568082",5,21,22,10,15,16,8,3,18
"chr14_23831532_23832109",5,24,14,6,10,12,11,5,12
"chr14_24093877_24094966",16,75,40,23,32,25,18,7,55
"chr14_24108708_24109218",10,19,11,7,6,10,8,2,9
"chr14_24113929_24115275",45,205,157,59,116,140,107,46,168
"chr14_24135786_24136420",6,37,29,14,18,20,12,4,39
"chr14_24141347_24142011",18,84,69,32,41,45,42,17,69
"chr14_24146478_24147738",28,103,80,45,61,99,58,16,95
"chr14_24188538_24189173",9,33,26,16,14,17,18,4,22
"chr14_24195419_24196002",6,40,19,16,15,16,12,7,25
"chr14_24213051_24213750",16,60,58,21,28,30,25,7,58
"chr14_24215793_24216420",8,43,26,15,15,31,13,5,34
"chr14_24231896_24233070",15,60,44,32,38,50,31,12,53
"chr14_24242079_24242948",17,86,65,40,38,47,45,10,63
"chr14_24271014_24271853",9,40,30,10,14,19,8,2,30
"chr14_24299542_24300059",5,25,23,8,8,14,14,13,15
"chr14_24329613_24330141",10,28,17,11,7,23,9,1,20
"chr14_24442049_24443183",16,89,78,35,56,71,43,16,99
"chr14_24576094_24576897",16,59,35,14,17,48,24,4,59
"chr14_25103142_25103703",5,24,12,4,10,9,14,5,31
"chr14_25909272_25909841",17,40,35,11,12,32,17,6,40
"chr14_26163666_26164176",8,14,10,8,10,15,13,5,24
"chr14_26199473_26200067",10,29,29,6,15,24,28,10,27
"chr14_26377006_26377679",5,31,12,5,9,13,12,5,23
"chr14_27528271_27528793",4,23,25,1,18,16,11,7,21
"chr14_28294795_28295386",4,23,42,16,19,41,33,14,64
"chr14_30270583_30271165",6,30,37,13,19,35,25,7,40
"chr14_30558771_30559423",17,45,44,16,32,47,24,9,49
"chr14_30610866_30611437",8,31,39,13,12,30,17,6,38
"chr14_30621731_30622805",15,85,52,36,37,75,43,6,69
"chr14_30861098_30861681",8,22,21,7,8,23,20,4,30
"chr14_30874195_30875242",13,47,25,19,17,32,16,4,46
"chr14_31026235_31026877",18,64,60,28,31,49,36,16,68
"chr14_31090602_31091285",4,24,10,9,12,21,21,3,40
"chr14_31207197_31208500",46,134,105,51,41,90,61,21,135
"chr14_31229568_31230236",20,102,84,34,41,75,53,21,109
"chr14_31420122_31420996",19,66,47,33,28,55,31,18,85
"chr14_31456716_31457839",21,89,84,35,30,74,46,11,85
"chr14_31561081_31561675",9,45,31,13,14,32,18,3,34
"chr14_32202821_32203894",22,96,72,27,37,61,36,8,77
"chr14_32252030_32252588",10,22,11,6,7,6,6,7,22
"chr14_32657009_32657585",10,37,39,8,13,28,14,7,37
"chr14_33444095_33444599",10,20,13,2,8,4,9,4,17
"chr14_34013281_34014088",16,66,40,22,21,39,27,4,65
"chr14_34077960_34078491",6,30,18,10,7,19,17,8,23
"chr14_34356157_34356747",9,23,20,14,11,32,12,2,43
"chr14_34368279_34369032",8,27,26,21,10,24,18,8,39
"chr14_34461842_34462668",11,52,31,21,17,27,17,4,43
"chr14_34539369_34539989",12,45,27,22,17,40,22,7,53
"chr14_34546233_34547368",13,58,47,25,21,36,37,9,60
"chr14_34555805_34556444",7,32,29,18,22,35,20,3,44
"chr14_34873435_34874450",18,53,43,26,29,36,14,5,38
"chr14_34935386_34936031",4,23,16,11,7,15,13,7,50
"chr14_34982240_34983241",15,88,69,29,34,50,37,8,84
"chr14_35045881_35046875",21,64,52,29,33,50,33,14,69
"chr14_35121621_35122782",20,60,52,31,38,47,26,13,68
"chr14_35285349_35285873",1,23,19,17,6,17,10,7,21
"chr14_35291953_35292647",11,60,48,32,24,60,29,14,67
"chr14_35336623_35337179",7,24,10,20,17,19,8,2,32
"chr14_35339683_35340240",10,34,17,12,18,17,8,1,23
"chr14_35403601_35405118",26,100,63,38,67,60,43,20,74
"chr14_35535037_35535662",5,16,18,4,6,11,9,5,12
"chr14_35808610_35809594",30,83,78,27,23,70,31,10,96
"chr14_35825942_35826697",34,141,105,59,77,119,67,29,130
"chr14_35986097_35986633",6,22,16,3,7,17,8,6,20
"chr14_36320015_36321019",26,58,39,33,24,40,24,10,71
"chr14_37027121_37027781",11,41,46,13,12,19,11,4,27
"chr14_37595674_37596375",16,43,42,13,25,44,26,7,56
"chr14_37874557_37875110",8,34,14,10,20,30,18,3,20
"chr14_38701047_38701551",8,14,16,2,8,6,8,2,6
"chr14_38710783_38711376",14,47,35,19,27,40,24,8,64
"chr14_38721764_38722285",7,18,20,4,5,15,15,6,30
"chr14_38828396_38828969",15,85,77,21,23,70,47,15,86
"chr14_39102930_39103606",15,40,40,20,21,52,19,7,54
"chr14_39113921_39114761",20,81,65,27,39,52,44,6,62
"chr14_39169929_39170712",25,33,40,24,25,48,34,6,73
"chr14_39174727_39175423",57,188,155,57,74,135,82,29,193
"chr14_39266573_39267611",31,117,100,33,42,89,45,6,102
"chr14_39431960_39433137",48,218,193,79,99,160,112,43,203
"chr14_39471987_39472579",6,21,45,6,12,27,17,7,37
"chr14_40218140_40218755",7,16,16,6,6,13,12,5,21
"chr14_40417713_40418260",6,15,19,8,8,23,11,6,26
"chr14_40735939_40736670",11,45,43,14,20,44,31,10,70
"chr14_41718651_41719240",20,45,45,21,39,52,33,13,74
"chr14_41749367_41749866",4,6,16,3,6,15,7,4,12
"chr14_41859241_41859824",19,64,75,25,40,60,59,16,101
"chr14_41973072_41973657",8,58,48,11,19,37,30,13,61
"chr14_42047374_42048223",10,27,20,7,7,22,15,6,18
"chr14_42110050_42110594",3,22,17,8,16,21,9,3,30
"chr14_42322409_42323393",8,32,36,12,21,17,18,3,31
"chr14_42884007_42884603",9,25,27,13,24,24,24,14,53
"chr14_42929774_42930520",8,24,36,7,17,33,27,8,30
"chr14_43591654_43592275",10,57,35,12,14,34,30,8,49
"chr14_43729016_43729623",8,36,54,16,16,43,16,10,43
"chr14_44027363_44027872",1,11,18,3,6,7,7,6,13
"chr14_44112682_44113225",8,40,28,8,16,29,23,11,47
"chr14_44896805_44898079",43,151,119,55,82,100,76,23,136
"chr14_44961696_44962503",74,266,220,84,96,190,136,34,224
"chr14_45083802_45084468",25,78,53,25,35,58,28,7,65
"chr14_45134041_45134881",39,189,159,54,72,166,89,33,183
"chr14_45135552_45136151",16,72,79,29,37,49,42,12,74
"chr14_45177013_45177573",2,18,12,3,7,22,10,7,19
"chr14_45250168_45250735",9,34,47,16,16,41,28,12,78
"chr14_45252916_45253830",43,188,193,61,61,132,100,31,193
"chr14_45268455_45268991",5,26,19,7,12,21,13,6,26
"chr14_45527026_45527704",10,46,28,8,21,37,17,5,44
"chr14_46344288_46344816",6,22,26,7,11,29,23,7,24
"chr14_46652992_46653837",11,85,67,22,33,57,30,14,73
"chr14_46686492_46687130",61,286,302,78,125,274,157,68,300
"chr14_47675582_47676375",18,56,43,8,18,38,17,9,44
"chr14_47746909_47747475",12,28,29,5,6,17,17,1,32
"chr14_49461692_49462250",7,20,28,6,20,18,11,4,27
"chr14_49586193_49586793",32,93,90,21,35,83,47,14,110
"chr14_49598493_49599326",30,76,62,29,34,58,28,6,58
"chr14_49620422_49621476",24,118,89,50,61,93,51,16,137
"chr14_49633782_49635171",34,137,98,50,57,86,52,12,107
"chr14_49687927_49688589",19,32,16,13,13,26,7,2,27
"chr14_49767349_49768260",10,51,30,12,24,36,17,7,66
"chr14_49852560_49853364",10,43,29,12,15,25,19,10,45
"chr14_49862597_49863258",13,73,65,28,32,50,38,10,95
"chr14_49867797_49868671",23,51,53,23,26,54,33,9,83
"chr14_49892222_49893328",19,62,45,26,34,54,31,9,61
"chr14_50038422_50038979",7,32,24,17,13,23,9,6,36
"chr14_50039777_50040309",1,24,19,8,9,17,9,6,18
"chr14_50116289_50116835",9,31,26,16,14,31,22,5,43
"chr14_50231381_50232259",16,52,38,19,24,42,13,5,49
"chr14_50303671_50304237",6,31,26,15,7,26,10,9,46
"chr14_50311950_50312757",29,81,66,28,30,50,34,8,58
"chr14_50320952_50321490",5,26,26,3,4,17,8,7,18
"chr14_50363727_50364294",7,25,20,8,14,19,13,5,37
"chr14_50532355_50533436",15,62,35,13,16,39,19,6,48
"chr14_50667880_50668896",14,42,17,17,20,18,10,4,29
"chr14_50821517_50822228",12,42,26,26,20,36,22,9,60
"chr14_50926684_50927355",6,31,22,15,16,21,25,13,41
"chr14_50928125_50928718",13,18,24,10,11,33,19,7,41
"chr14_50943978_50944777",10,57,33,13,17,26,26,9,29
"chr14_51094838_51095693",16,58,40,27,27,43,38,8,53
"chr14_51239820_51240439",20,94,62,23,42,43,33,17,93
"chr14_51651243_51652600",16,78,43,33,36,38,33,7,35
"chr14_51827880_51828440",6,23,25,13,13,16,19,5,38
"chr14_51847050_51847760",23,61,63,21,24,49,28,13,62
"chr14_51884182_51884842",18,52,41,27,16,39,24,6,56
"chr14_51989107_51989821",13,56,34,15,9,25,25,10,54
"chr14_52313862_52314535",9,25,27,14,16,27,9,3,22
"chr14_52552259_52552949",31,139,131,68,55,111,77,24,144
"chr14_52706791_52707452",15,30,21,13,19,37,23,10,29
"chr14_52729662_52730849",23,88,55,41,41,78,46,24,81
"chr14_52791189_52791912",12,35,20,16,20,37,16,9,41
"chr14_53152553_53153645",29,61,43,17,34,33,15,9,60
"chr14_53217356_53218118",8,30,32,10,16,22,9,4,26
"chr14_54353892_54354591",9,36,35,10,9,30,17,6,32
"chr14_54396583_54397201",26,104,96,43,52,89,59,15,108
"chr14_54440876_54441713",11,46,34,17,23,28,15,8,49
"chr14_54488475_54489594",12,39,20,19,18,23,14,4,37
"chr14_54509464_54510208",21,50,60,28,31,57,29,9,80
"chr14_55026810_55027517",14,55,52,14,21,38,36,8,37
"chr14_55051329_55051941",10,40,36,12,17,34,17,2,29
"chr14_55117670_55118327",8,37,30,16,12,21,19,10,45
"chr14_55191351_55192014",14,32,37,23,19,41,28,15,39
"chr14_55270933_55272216",21,61,36,26,29,46,28,4,74
"chr14_55579660_55580335",6,24,18,13,18,12,11,1,17
"chr14_56117812_56118381",4,26,18,11,11,13,4,1,16
"chr14_56579245_56580023",19,47,38,23,23,35,26,12,41
"chr14_57268226_57269238",12,59,36,22,30,50,27,5,54
"chr14_57390242_57390848",12,33,20,15,14,21,13,6,40
"chr14_58199693_58200442",5,42,31,16,25,39,18,4,40
"chr14_58244418_58245100",14,58,36,16,23,38,27,12,47
"chr14_58297927_58298678",35,132,111,67,90,93,78,27,138
"chr14_58427347_58428188",4,57,34,22,30,43,23,13,45
"chr14_58747050_58747646",15,33,38,9,13,31,19,9,45
"chr14_59188290_59188883",17,75,70,34,31,52,35,9,85
"chr14_59361047_59361800",16,44,38,17,18,36,21,7,50
"chr14_59398709_59399353",12,36,35,15,13,40,30,7,44
"chr14_59483719_59484722",20,75,65,39,39,65,47,12,68
"chr14_59739639_59740236",5,21,30,9,8,17,8,7,28
"chr14_60091564_60092484",25,109,106,39,54,80,46,14,92
"chr14_60151680_60152217",4,23,22,9,13,17,16,11,25
"chr14_60165030_60165646",8,35,31,16,15,34,19,1,33
"chr14_60226269_60226930",14,46,34,13,18,39,26,10,84
"chr14_60247865_60248364",10,35,12,7,11,15,17,2,22
"chr14_60248487_60249418",17,82,57,34,34,69,45,10,77
"chr14_60753439_60754275",10,44,41,22,14,34,25,10,59
"chr14_60980897_60981419",8,46,34,14,24,30,33,5,38
"chr14_61476641_61477344",11,46,36,22,16,18,19,8,56
"chr14_61569651_61570274",8,25,22,13,9,27,21,7,46
"chr14_61694947_61695619",26,100,85,36,46,64,38,12,106
"chr14_61750850_61751365",4,16,20,10,13,16,12,2,18
"chr14_61762081_61762659",7,35,38,13,19,26,20,4,37
"chr14_63543154_63543735",33,130,96,44,58,108,71,20,118
"chr14_63641560_63642437",63,198,191,73,100,153,108,35,185
"chr14_64338301_64339151",10,38,35,16,17,36,15,6,50
"chr14_64387653_64388550",9,34,38,18,10,36,17,9,47
"chr14_64503376_64504099",4,20,17,21,12,25,7,7,22
"chr14_64540119_64540850",12,52,41,23,27,33,13,8,62
"chr14_64986581_64987416",11,32,28,25,11,24,17,3,45
"chr14_65054585_65055213",11,33,30,7,14,18,11,2,34
"chr14_65102278_65103249",9,51,38,14,16,27,24,7,45
"chr14_66507374_66508574",15,60,50,26,32,56,13,16,61
"chr14_67240902_67241577",9,32,19,22,8,17,13,5,22
"chr14_67359619_67360512",14,67,57,25,48,45,36,18,74
"chr14_72926037_72926654",9,24,19,13,15,14,9,6,29
"chr14_73026946_73027563",7,39,20,16,10,10,12,11,20
"chr14_73458358_73459023",11,27,31,15,19,22,19,6,33
"chr14_73759850_73760598",11,37,25,11,18,19,8,4,30
"chr14_73886319_73887005",6,17,21,8,15,18,15,5,16
"chr14_74084216_74084936",20,59,35,26,51,37,13,10,52
"chr14_74493145_74493935",8,45,27,12,25,32,13,11,31
"chr14_74762902_74763623",9,22,19,9,13,17,8,4,22
"chr14_75258585_75259516",8,35,23,20,27,12,24,8,36
"chr14_75278232_75279090",10,20,20,4,22,12,18,7,15
"chr14_75660900_75661517",10,36,24,11,21,16,19,3,22
"chr14_77040138_77040749",7,12,11,12,11,11,9,2,16
"chr14_77097773_77098501",15,55,33,15,39,41,23,4,37
"chr14_77320605_77321612",27,69,49,27,43,41,27,5,59
"chr14_77457399_77458197",7,40,28,18,23,32,20,4,42
"chr14_77616518_77617279",7,57,39,20,29,33,24,10,35
"chr14_79028094_79028707",6,23,14,11,12,19,9,3,35
"chr14_80941486_80942130",10,28,23,16,27,29,26,6,43
"chr14_81219096_81219697",5,19,15,6,10,23,10,8,23
"chr14_81220598_81221611",14,54,54,23,28,32,26,11,59
"chr14_81519295_81520030",9,43,35,12,17,49,20,14,54
"chr14_81533622_81534344",45,178,166,74,79,138,117,35,197
"chr14_81772220_81772906",5,29,38,12,14,13,18,10,40
"chr14_81849495_81850176",12,52,42,11,23,32,9,3,49
"chr14_81950167_81950900",6,30,35,17,19,36,30,7,45
"chr14_82252820_82253375",2,22,29,7,12,12,10,9,22
"chr14_83254843_83255553",9,53,30,22,16,39,25,7,69
"chr14_83632271_83632922",16,40,38,12,8,39,14,8,37
"chr14_83650697_83651223",10,27,16,7,15,18,11,9,27
"chr14_83988144_83988785",12,49,53,22,26,48,34,14,102
"chr14_84036715_84037366",19,57,51,19,20,47,38,7,60
"chr14_84128915_84129626",13,64,48,15,27,32,23,8,60
"chr14_85416594_85417168",1,28,26,12,14,22,12,8,32
"chr14_85421385_85421969",6,22,13,11,13,14,13,0,15
"chr14_85444438_85445219",10,45,32,11,14,25,24,6,41
"chr14_85531418_85532423",14,42,58,15,40,43,30,14,54
"chr14_85586931_85587508",17,45,51,17,39,43,32,5,60
"chr14_85599845_85600429",19,48,55,13,26,47,30,13,74
"chr14_85607436_85608043",9,47,32,14,22,54,45,17,60
"chr14_85934403_85934983",4,26,24,10,16,16,8,3,15
"chr14_85947864_85948639",11,31,17,11,12,21,14,2,22
"chr14_86035834_86036333",2,10,12,6,6,10,7,5,16
"chr14_86203750_86204321",8,40,41,11,15,41,25,17,37
"chr14_86712023_86713120",18,52,46,16,27,48,31,10,53
"chr14_86799250_86799775",4,9,12,6,13,16,9,8,20
"chr14_87049827_87050357",1,19,24,2,15,16,10,7,15
"chr14_87698380_87698989",4,18,23,5,17,21,16,14,34
"chr14_87999174_87999706",10,28,22,9,11,18,18,2,28
"chr14_88002194_88002853",10,41,36,7,19,22,5,3,38
"chr14_88006099_88006713",6,37,23,16,11,24,16,10,31
"chr14_88168595_88168786",7,8,7,3,4,6,7,4,10
"chr14_88385208_88385912",9,58,39,26,18,51,35,7,45
"chr14_88492120_88492662",11,30,19,8,11,15,5,4,27
"chr14_88562690_88563431",9,60,72,25,44,55,36,13,68
"chr14_88792533_88793101",8,40,28,10,16,22,14,2,31
"chr14_88824109_88824921",25,88,61,21,24,49,34,16,59
"chr14_89357625_89358317",14,42,39,18,17,17,19,9,42
"chr14_89364938_89365481",4,15,8,11,9,10,11,13,18
"chr14_89415846_89416523",11,32,30,16,10,23,19,6,32
"chr14_89417628_89418312",6,20,14,12,12,10,11,3,28
"chr14_89669102_89669704",9,31,30,12,21,20,21,5,38
"chr14_89720690_89721377",16,63,48,16,26,35,19,14,39
"chr14_89954530_89955181",28,81,83,25,49,69,43,19,91
"chr14_89955579_89956220",17,53,48,23,31,36,23,8,39
"chr14_90087204_90087857",10,38,30,14,15,36,18,2,59
"chr14_90331476_90332425",16,48,50,37,38,53,38,8,57
"chr14_90382977_90383623",24,87,91,34,35,56,45,14,86
"chr14_90396629_90397230",8,37,24,12,18,36,13,4,23
"chr14_90758206_90758863",10,31,18,13,18,23,22,4,26
"chr14_90827942_90828550",6,26,27,10,20,16,13,5,25
"chr14_91009340_91010049",5,43,30,18,14,25,17,7,49
"chr14_91060472_91061263",54,220,199,80,125,164,114,41,199
"chr14_91360901_91361625",11,45,31,23,13,26,20,5,57
"chr14_91510049_91510824",28,87,82,34,47,59,38,13,55
"chr14_92039760_92040430",5,40,35,10,12,34,22,3,48
"chr14_92105972_92107009",21,60,61,27,33,44,32,13,62
"chr14_92121479_92122286",13,28,15,7,18,16,10,4,11
"chr14_92649760_92650435",7,21,20,10,11,17,16,7,20
"chr14_92659646_92660291",7,39,21,11,13,16,14,6,34
"chr14_92793801_92794512",12,73,61,36,35,62,26,6,55
"chr14_93206777_93207464",9,25,27,13,10,24,16,5,20
"chr14_94394531_94395091",12,29,20,15,16,14,12,1,29
